scheme,date,original_edge,demand_type,alternative_origin,alternative_dest,alternative_edge,allocated_volume,unserved_volume
min_changed_plus_2,2023-01-30,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,1424,0
min_changed_plus_2,2023-01-30,DC68->DC5,inbound_to_closed_site,DC68,DC10,DC68->DC10,40,0
min_changed_plus_2,2023-01-30,DC69->DC5,inbound_to_closed_site,DC69,DC14,DC69->DC14,8,0
min_changed_plus_2,2023-01-30,DC7->DC5,inbound_to_closed_site,DC7,DC14,DC7->DC14,181,0
min_changed_plus_2,2023-01-30,DC71->DC5,inbound_to_closed_site,DC71,DC12,DC71->DC12,57,0
min_changed_plus_2,2023-01-30,DC73->DC5,inbound_to_closed_site,DC73,DC4,DC73->DC4,1638,0
min_changed_plus_2,2023-01-30,DC8->DC5,inbound_to_closed_site,DC8,DC10,DC8->DC10,4138,0
min_changed_plus_2,2023-01-30,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,8631,0
min_changed_plus_2,2023-01-31,DC10->DC5,inbound_to_closed_site,DC10,DC3,DC10->DC3,5006,0
min_changed_plus_2,2023-01-31,DC14->DC5,inbound_to_closed_site,DC14,DC35,DC14->DC35,12424,0
min_changed_plus_2,2023-01-31,DC15->DC5,inbound_to_closed_site,DC15,DC8,DC15->DC8,1656,0
min_changed_plus_2,2023-01-31,DC17->DC5,inbound_to_closed_site,DC17,DC35,DC17->DC35,7066,0
min_changed_plus_2,2023-01-31,DC19->DC5,inbound_to_closed_site,DC19,DC12,DC19->DC12,4337,0
min_changed_plus_2,2023-01-31,DC20->DC5,inbound_to_closed_site,DC20,DC10,DC20->DC10,4451,0
min_changed_plus_2,2023-01-31,DC21->DC5,inbound_to_closed_site,DC21,DC4,DC21->DC4,2782,0
min_changed_plus_2,2023-01-31,DC22->DC5,inbound_to_closed_site,DC22,DC64,DC22->DC64,4564,0
min_changed_plus_2,2023-01-31,DC23->DC5,inbound_to_closed_site,DC23,DC62,DC23->DC62,4907,0
min_changed_plus_2,2023-01-31,DC25->DC5,inbound_to_closed_site,DC25,DC14,DC25->DC14,4678,0
min_changed_plus_2,2023-01-31,DC26->DC5,inbound_to_closed_site,DC26,DC9,DC26->DC9,778,0
min_changed_plus_2,2023-01-31,DC27->DC5,inbound_to_closed_site,DC27,DC65,DC27->DC65,821,0
min_changed_plus_2,2023-01-31,DC28->DC5,inbound_to_closed_site,DC28,DC8,DC28->DC8,1530,0
min_changed_plus_2,2023-01-31,DC30->DC5,inbound_to_closed_site,DC30,DC62,DC30->DC62,1266,0
min_changed_plus_2,2023-01-31,DC31->DC5,inbound_to_closed_site,DC31,DC64,DC31->DC64,31,0
min_changed_plus_2,2023-01-31,DC34->DC5,inbound_to_closed_site,DC34,DC12,DC34->DC12,7,0
min_changed_plus_2,2023-01-31,DC36->DC5,inbound_to_closed_site,DC36,DC64,DC36->DC64,5233,0
min_changed_plus_2,2023-01-31,DC38->DC5,inbound_to_closed_site,DC38,DC62,DC38->DC62,2511,0
min_changed_plus_2,2023-01-31,DC4->DC5,inbound_to_closed_site,DC4,DC62,DC4->DC62,8,0
min_changed_plus_2,2023-01-31,DC40->DC5,inbound_to_closed_site,DC40,DC9,DC40->DC9,7,0
min_changed_plus_2,2023-01-31,DC42->DC5,inbound_to_closed_site,DC42,DC14,DC42->DC14,189,0
min_changed_plus_2,2023-01-31,DC43->DC5,inbound_to_closed_site,DC43,DC3,DC43->DC3,754,0
min_changed_plus_2,2023-01-31,DC44->DC5,inbound_to_closed_site,DC44,DC3,DC44->DC3,2500,0
min_changed_plus_2,2023-01-31,DC46->DC5,inbound_to_closed_site,DC46,DC62,DC46->DC62,767,0
min_changed_plus_2,2023-01-31,DC47->DC5,inbound_to_closed_site,DC47,DC9,DC47->DC9,1312,0
min_changed_plus_2,2023-01-31,DC48->DC5,inbound_to_closed_site,DC48,DC8,DC48->DC8,750,0
min_changed_plus_2,2023-01-31,DC5->DC10,outbound_from_closed_site,DC38,DC10,DC38->DC10,97,0
min_changed_plus_2,2023-01-31,DC5->DC14,outbound_from_closed_site,DC9,DC14,DC9->DC14,51,0
min_changed_plus_2,2023-01-31,DC5->DC4,outbound_from_closed_site,DC21,DC4,DC21->DC4,1678,0
min_changed_plus_2,2023-01-31,DC5->DC62,outbound_from_closed_site,DC50,DC62,DC50->DC62,44,0
min_changed_plus_2,2023-01-31,DC5->DC70,outbound_from_closed_site,DC44,DC70,DC44->DC70,7,0
min_changed_plus_2,2023-01-31,DC5->DC8,outbound_from_closed_site,DC52,DC8,DC52->DC8,6,0
min_changed_plus_2,2023-01-31,DC50->DC5,inbound_to_closed_site,DC50,DC62,DC50->DC62,450,0
min_changed_plus_2,2023-01-31,DC51->DC5,inbound_to_closed_site,DC51,DC10,DC51->DC10,2881,0
min_changed_plus_2,2023-01-31,DC52->DC5,inbound_to_closed_site,DC52,DC8,DC52->DC8,54,0
min_changed_plus_2,2023-01-31,DC53->DC5,inbound_to_closed_site,DC53,DC10,DC53->DC10,74,0
min_changed_plus_2,2023-01-31,DC55->DC5,inbound_to_closed_site,DC55,DC4,DC55->DC4,23,0
min_changed_plus_2,2023-01-31,DC59->DC5,inbound_to_closed_site,DC59,DC4,DC59->DC4,76,0
min_changed_plus_2,2023-01-31,DC60->DC5,inbound_to_closed_site,DC60,DC4,DC60->DC4,103,0
min_changed_plus_2,2023-01-31,DC62->DC5,inbound_to_closed_site,DC62,DC14,DC62->DC14,1418,0
min_changed_plus_2,2023-01-31,DC68->DC5,inbound_to_closed_site,DC68,DC14,DC68->DC14,41,0
min_changed_plus_2,2023-01-31,DC69->DC5,inbound_to_closed_site,DC69,DC62,DC69->DC62,8,0
min_changed_plus_2,2023-01-31,DC7->DC5,inbound_to_closed_site,DC7,DC4,DC7->DC4,183,0
min_changed_plus_2,2023-01-31,DC71->DC5,inbound_to_closed_site,DC71,DC12,DC71->DC12,56,0
min_changed_plus_2,2023-01-31,DC73->DC5,inbound_to_closed_site,DC73,DC3,DC73->DC3,1658,0
min_changed_plus_2,2023-01-31,DC8->DC5,inbound_to_closed_site,DC8,DC14,DC8->DC14,4343,0
min_changed_plus_2,2023-01-31,DC9->DC5,inbound_to_closed_site,DC9,DC14,DC9->DC14,6203,0
