方案,日期,原线路,需求类型,替代场地1,替代场地2,替代线路,分流货量
min_changed_plus_5,2023-01-18,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,93
min_changed_plus_5,2023-01-18,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1871
min_changed_plus_5,2023-01-18,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,110
min_changed_plus_5,2023-01-18,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,5
min_changed_plus_5,2023-01-18,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-18,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,765
min_changed_plus_5,2023-01-18,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3095
min_changed_plus_5,2023-01-18,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,59
min_changed_plus_5,2023-01-18,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,311
min_changed_plus_5,2023-01-18,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,41
min_changed_plus_5,2023-01-18,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,347
min_changed_plus_5,2023-01-18,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1064
min_changed_plus_5,2023-01-18,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4967
min_changed_plus_5,2023-01-18,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,100
min_changed_plus_5,2023-01-18,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,11
min_changed_plus_5,2023-01-18,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,173
min_changed_plus_5,2023-01-18,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,60
min_changed_plus_5,2023-01-18,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3301
min_changed_plus_5,2023-01-18,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1410
min_changed_plus_5,2023-01-18,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6449
min_changed_plus_0,2023-01-19,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,6677
min_changed_plus_0,2023-01-19,DC14->DC5,入DC5,DC14,DC8,DC14->DC8,14935
min_changed_plus_0,2023-01-19,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2772
min_changed_plus_0,2023-01-19,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7850
min_changed_plus_0,2023-01-19,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,4914
min_changed_plus_0,2023-01-19,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5268
min_changed_plus_0,2023-01-19,DC22->DC5,入DC5,DC22,DC70,DC22->DC70,5153
min_changed_plus_0,2023-01-19,DC23->DC5,入DC5,DC23,DC62,DC23->DC62,7507
min_changed_plus_0,2023-01-19,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4804
min_changed_plus_0,2023-01-19,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1226
min_changed_plus_0,2023-01-19,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2363
min_changed_plus_0,2023-01-19,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2101
min_changed_plus_0,2023-01-19,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1513
min_changed_plus_0,2023-01-19,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,100
min_changed_plus_0,2023-01-19,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,8
min_changed_plus_0,2023-01-19,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,6817
min_changed_plus_0,2023-01-19,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2491
min_changed_plus_0,2023-01-19,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_0,2023-01-19,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_0,2023-01-19,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,368
min_changed_plus_0,2023-01-19,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,748
min_changed_plus_0,2023-01-19,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2769
min_changed_plus_0,2023-01-19,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1255
min_changed_plus_0,2023-01-19,DC47->DC5,入DC5,DC47,DC4,DC47->DC4,1386
min_changed_plus_0,2023-01-19,DC48->DC5,入DC5,DC48,DC10,DC48->DC10,1103
min_changed_plus_0,2023-01-19,DC5->DC10,出DC5,DC69,DC10,DC69->DC10,141
min_changed_plus_0,2023-01-19,DC5->DC14,出DC5,DC59,DC14,DC59->DC14,79
min_changed_plus_0,2023-01-19,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1579
min_changed_plus_0,2023-01-19,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,96
min_changed_plus_0,2023-01-19,DC5->DC70,出DC5,DC22,DC70,DC22->DC70,6
min_changed_plus_0,2023-01-19,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_0,2023-01-19,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,663
min_changed_plus_0,2023-01-19,DC51->DC5,入DC5,DC51,DC62,DC51->DC62,2911
min_changed_plus_0,2023-01-19,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,54
min_changed_plus_0,2023-01-19,DC53->DC5,入DC5,DC53,DC62,DC53->DC62,295
min_changed_plus_0,2023-01-19,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,38
min_changed_plus_0,2023-01-19,DC59->DC5,入DC5,DC59,DC14,DC59->DC14,305
min_changed_plus_0,2023-01-19,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,776
min_changed_plus_0,2023-01-19,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4625
min_changed_plus_0,2023-01-19,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,92
min_changed_plus_0,2023-01-19,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,10
min_changed_plus_0,2023-01-19,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,150
min_changed_plus_0,2023-01-19,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,57
min_changed_plus_0,2023-01-19,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2990
min_changed_plus_0,2023-01-19,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7554
min_changed_plus_2,2023-01-19,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,6677
min_changed_plus_2,2023-01-19,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,14935
min_changed_plus_2,2023-01-19,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2772
min_changed_plus_2,2023-01-19,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7850
min_changed_plus_2,2023-01-19,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,4914
min_changed_plus_2,2023-01-19,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5268
min_changed_plus_2,2023-01-19,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5153
min_changed_plus_2,2023-01-19,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7507
min_changed_plus_2,2023-01-19,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4804
min_changed_plus_2,2023-01-19,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1226
min_changed_plus_2,2023-01-19,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2363
min_changed_plus_2,2023-01-19,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2101
min_changed_plus_2,2023-01-19,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1513
min_changed_plus_2,2023-01-19,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,100
min_changed_plus_2,2023-01-19,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,8
min_changed_plus_2,2023-01-19,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,6817
min_changed_plus_2,2023-01-19,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2491
min_changed_plus_2,2023-01-19,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_2,2023-01-19,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_2,2023-01-19,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,368
min_changed_plus_2,2023-01-19,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,748
min_changed_plus_2,2023-01-19,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2769
min_changed_plus_2,2023-01-19,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1255
min_changed_plus_2,2023-01-19,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1386
min_changed_plus_2,2023-01-19,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1103
min_changed_plus_2,2023-01-19,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,141
min_changed_plus_2,2023-01-19,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,79
min_changed_plus_2,2023-01-19,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1579
min_changed_plus_2,2023-01-19,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,96
min_changed_plus_2,2023-01-19,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_2,2023-01-19,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-19,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,663
min_changed_plus_2,2023-01-19,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2911
min_changed_plus_2,2023-01-19,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,54
min_changed_plus_2,2023-01-19,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,295
min_changed_plus_2,2023-01-19,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,38
min_changed_plus_2,2023-01-19,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,305
min_changed_plus_2,2023-01-19,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,776
min_changed_plus_2,2023-01-19,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4625
min_changed_plus_2,2023-01-19,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,92
min_changed_plus_2,2023-01-19,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,10
min_changed_plus_2,2023-01-19,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,150
min_changed_plus_2,2023-01-19,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,57
min_changed_plus_2,2023-01-19,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2990
min_changed_plus_2,2023-01-19,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1229
min_changed_plus_2,2023-01-19,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6325
min_changed_plus_5,2023-01-19,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,6677
min_changed_plus_5,2023-01-19,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,14935
min_changed_plus_5,2023-01-19,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2772
min_changed_plus_5,2023-01-19,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,7850
min_changed_plus_5,2023-01-19,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,4914
min_changed_plus_5,2023-01-19,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5268
min_changed_plus_5,2023-01-19,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5153
min_changed_plus_5,2023-01-19,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7507
min_changed_plus_5,2023-01-19,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4804
min_changed_plus_5,2023-01-19,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1226
min_changed_plus_5,2023-01-19,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2363
min_changed_plus_5,2023-01-19,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2101
min_changed_plus_5,2023-01-19,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1513
min_changed_plus_5,2023-01-19,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,100
min_changed_plus_5,2023-01-19,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,8
min_changed_plus_5,2023-01-19,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,6817
min_changed_plus_5,2023-01-19,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2491
min_changed_plus_5,2023-01-19,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_5,2023-01-19,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_5,2023-01-19,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,368
min_changed_plus_5,2023-01-19,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,748
min_changed_plus_5,2023-01-19,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2769
min_changed_plus_5,2023-01-19,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1255
min_changed_plus_5,2023-01-19,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1386
min_changed_plus_5,2023-01-19,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1103
min_changed_plus_5,2023-01-19,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,141
min_changed_plus_5,2023-01-19,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,79
min_changed_plus_5,2023-01-19,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1579
min_changed_plus_5,2023-01-19,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,96
min_changed_plus_5,2023-01-19,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,6
min_changed_plus_5,2023-01-19,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-19,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,663
min_changed_plus_5,2023-01-19,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2911
min_changed_plus_5,2023-01-19,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,54
min_changed_plus_5,2023-01-19,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,295
min_changed_plus_5,2023-01-19,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,38
min_changed_plus_5,2023-01-19,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,305
min_changed_plus_5,2023-01-19,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,776
min_changed_plus_5,2023-01-19,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,4625
min_changed_plus_5,2023-01-19,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,92
min_changed_plus_5,2023-01-19,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,10
min_changed_plus_5,2023-01-19,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,150
min_changed_plus_5,2023-01-19,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,57
min_changed_plus_5,2023-01-19,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2990
min_changed_plus_5,2023-01-19,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1229
min_changed_plus_5,2023-01-19,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6325
min_changed_plus_0,2023-01-20,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,5641
min_changed_plus_0,2023-01-20,DC14->DC5,入DC5,DC14,DC8,DC14->DC8,13057
min_changed_plus_0,2023-01-20,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2466
min_changed_plus_0,2023-01-20,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,6283
min_changed_plus_0,2023-01-20,DC19->DC5,入DC5,DC19,DC70,DC19->DC70,3778
min_changed_plus_0,2023-01-20,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,4449
min_changed_plus_0,2023-01-20,DC22->DC5,入DC5,DC22,DC70,DC22->DC70,4380
min_changed_plus_0,2023-01-20,DC23->DC5,入DC5,DC23,DC62,DC23->DC62,6224
min_changed_plus_0,2023-01-20,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4089
min_changed_plus_0,2023-01-20,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1069
min_changed_plus_0,2023-01-20,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1924
min_changed_plus_0,2023-01-20,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1450
min_changed_plus_0,2023-01-20,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1357
min_changed_plus_0,2023-01-20,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,80
min_changed_plus_0,2023-01-20,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,6
min_changed_plus_0,2023-01-20,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5322
min_changed_plus_0,2023-01-20,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2111
min_changed_plus_0,2023-01-20,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_0,2023-01-20,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,6
min_changed_plus_0,2023-01-20,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,305
min_changed_plus_0,2023-01-20,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,632
min_changed_plus_0,2023-01-20,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2224
min_changed_plus_0,2023-01-20,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1190
min_changed_plus_0,2023-01-20,DC47->DC5,入DC5,DC47,DC4,DC47->DC4,1399
min_changed_plus_0,2023-01-20,DC48->DC5,入DC5,DC48,DC10,DC48->DC10,1044
min_changed_plus_0,2023-01-20,DC5->DC10,出DC5,DC68,DC10,DC68->DC10,118
min_changed_plus_0,2023-01-20,DC5->DC14,出DC5,DC59,DC14,DC59->DC14,69
min_changed_plus_0,2023-01-20,DC5->DC4,出DC5,DC47,DC4,DC47->DC4,1405
min_changed_plus_0,2023-01-20,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,72
min_changed_plus_0,2023-01-20,DC5->DC70,出DC5,DC19,DC70,DC19->DC70,5
min_changed_plus_0,2023-01-20,DC5->DC8,出DC5,DC71,DC8,DC71->DC8,6
min_changed_plus_0,2023-01-20,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,554
min_changed_plus_0,2023-01-20,DC51->DC5,入DC5,DC51,DC62,DC51->DC62,2312
min_changed_plus_0,2023-01-20,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,42
min_changed_plus_0,2023-01-20,DC53->DC5,入DC5,DC53,DC62,DC53->DC62,244
min_changed_plus_0,2023-01-20,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,30
min_changed_plus_0,2023-01-20,DC59->DC5,入DC5,DC59,DC14,DC59->DC14,249
min_changed_plus_0,2023-01-20,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,511
min_changed_plus_0,2023-01-20,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,3567
min_changed_plus_0,2023-01-20,DC68->DC5,入DC5,DC68,DC10,DC68->DC10,72
min_changed_plus_0,2023-01-20,DC69->DC5,入DC5,DC69,DC10,DC69->DC10,9
min_changed_plus_0,2023-01-20,DC7->DC5,入DC5,DC7,DC10,DC7->DC10,135
min_changed_plus_0,2023-01-20,DC71->DC5,入DC5,DC71,DC8,DC71->DC8,49
min_changed_plus_0,2023-01-20,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2510
min_changed_plus_0,2023-01-20,DC8->DC5,入DC5,DC8,DC62,DC8->DC62,6548
min_changed_plus_2,2023-01-20,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,5641
min_changed_plus_2,2023-01-20,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,13057
min_changed_plus_2,2023-01-20,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2466
min_changed_plus_2,2023-01-20,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,6283
min_changed_plus_2,2023-01-20,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3778
min_changed_plus_2,2023-01-20,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,4449
min_changed_plus_2,2023-01-20,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4380
min_changed_plus_2,2023-01-20,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6224
min_changed_plus_2,2023-01-20,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4089
min_changed_plus_2,2023-01-20,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1069
min_changed_plus_2,2023-01-20,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1924
min_changed_plus_2,2023-01-20,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1450
min_changed_plus_2,2023-01-20,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1357
min_changed_plus_2,2023-01-20,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,80
min_changed_plus_2,2023-01-20,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,6
min_changed_plus_2,2023-01-20,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5322
min_changed_plus_2,2023-01-20,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2111
min_changed_plus_2,2023-01-20,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_2,2023-01-20,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,6
min_changed_plus_2,2023-01-20,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,305
min_changed_plus_2,2023-01-20,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,632
min_changed_plus_2,2023-01-20,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2224
min_changed_plus_2,2023-01-20,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1190
min_changed_plus_2,2023-01-20,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1399
min_changed_plus_2,2023-01-20,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1044
min_changed_plus_2,2023-01-20,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,118
min_changed_plus_2,2023-01-20,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,69
min_changed_plus_2,2023-01-20,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1405
min_changed_plus_2,2023-01-20,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,72
min_changed_plus_2,2023-01-20,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,5
min_changed_plus_2,2023-01-20,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_2,2023-01-20,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,554
min_changed_plus_2,2023-01-20,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2312
min_changed_plus_2,2023-01-20,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,42
min_changed_plus_2,2023-01-20,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,244
min_changed_plus_2,2023-01-20,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,30
min_changed_plus_2,2023-01-20,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,249
min_changed_plus_2,2023-01-20,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,511
min_changed_plus_2,2023-01-20,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,3567
min_changed_plus_2,2023-01-20,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,72
min_changed_plus_2,2023-01-20,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,9
min_changed_plus_2,2023-01-20,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,135
min_changed_plus_2,2023-01-20,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,49
min_changed_plus_2,2023-01-20,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,2510
min_changed_plus_2,2023-01-20,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1222
min_changed_plus_2,2023-01-20,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,5326
min_changed_plus_5,2023-01-20,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,5641
min_changed_plus_5,2023-01-20,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,13057
min_changed_plus_5,2023-01-20,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,2466
min_changed_plus_5,2023-01-20,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,6283
min_changed_plus_5,2023-01-20,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,3778
min_changed_plus_5,2023-01-20,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,4449
min_changed_plus_5,2023-01-20,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,4380
min_changed_plus_5,2023-01-20,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,6224
min_changed_plus_5,2023-01-20,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,4089
min_changed_plus_5,2023-01-20,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1069
min_changed_plus_5,2023-01-20,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,1924
min_changed_plus_5,2023-01-20,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,1450
min_changed_plus_5,2023-01-20,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1357
min_changed_plus_5,2023-01-20,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,80
min_changed_plus_5,2023-01-20,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,6
min_changed_plus_5,2023-01-20,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,5322
min_changed_plus_5,2023-01-20,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2111
min_changed_plus_5,2023-01-20,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,11
min_changed_plus_5,2023-01-20,DC40->DC5,入DC5,DC40,DC62,DC40->DC62,6
min_changed_plus_5,2023-01-20,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,305
min_changed_plus_5,2023-01-20,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,632
min_changed_plus_5,2023-01-20,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,2224
min_changed_plus_5,2023-01-20,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1190
min_changed_plus_5,2023-01-20,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1399
min_changed_plus_5,2023-01-20,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1044
min_changed_plus_5,2023-01-20,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,118
min_changed_plus_5,2023-01-20,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,69
min_changed_plus_5,2023-01-20,DC5->DC4,出DC5,DC19,DC4,DC19->DC4,1405
min_changed_plus_5,2023-01-20,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,72
min_changed_plus_5,2023-01-20,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,5
min_changed_plus_5,2023-01-20,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,6
min_changed_plus_5,2023-01-20,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,554
min_changed_plus_5,2023-01-20,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,2312
min_changed_plus_5,2023-01-20,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,42
min_changed_plus_5,2023-01-20,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,244
min_changed_plus_5,2023-01-20,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,30
min_changed_plus_5,2023-01-20,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,249
min_changed_plus_5,2023-01-20,DC60->DC5,入DC5,DC60,DC35,DC60->DC35,511
min_changed_plus_5,2023-01-20,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,3567
